web_Link,Production Name,Director,Composer/Lyricist,Playwright,Rights Holder,Preview Date,Opening Date,Closing Date,Scraped Date,Category,theatre
https://www.ibdb.com/broadway-production/the-flying-karamazov-brothers-juggling-and-cheap-theatrics-4403,"The Flying Karamazov Brothers ""Juggling and Cheap Theatrics""",,,,Lincoln Center Theater (Gregory Mosher: Director,"Mar 28, 1986","Apr 01, 1986","Apr 20, 1986",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/oedipus-rex-4341,Oedipus Rex,Minos Volanakis,Theodore Antoniou,Sophocles,Mel HowardandWorld Festival Corporation,"Jul 17, 1984","Jul 17, 1984","Jul 22, 1984",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/la-tragedie-de-carmen-4238,La Tragedie de Carmen,Peter Brook,Georges Bizet,,"Alexander H. Cohen,Hildy ParksandRoy A. Somlyo","Oct 24, 1983","Nov 17, 1983","Apr 28, 1984",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/the-floating-light-bulb-4112,The Floating Light Bulb,Ulu Grosbard,,Woody Allen,Richmond Crinkley),"Apr 14, 1981","Apr 27, 1981","Jun 21, 1981",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/macbeth-4092,Macbeth,Sarah Caldwell,,William Shakespeare,Richmond Crinkley),"Jan 14, 1981","Jan 22, 1981","Mar 08, 1981",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/the-philadelphia-story-4077,The Philadelphia Story,Ellis Rabb,,Philip Barry,Richmond Crinkley),"Nov 05, 1980","Nov 14, 1980","Jan 04, 1981",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/the-cherry-orchard-4009,The Cherry Orchard,Andrei Serban,,Anton Chekhov,"The New York Shakespeare Festival (Joseph Papp, Producer)","Jun 29, 1977","Jun 29, 1977","Aug 07, 1977",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/agamemnon-4003,Agamemnon,Andrei Serban,,Aeschylus,Joseph Papp,"Apr 29, 1977","May 18, 1977","Jun 19, 1977",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/the-cherry-orchard-3896,The Cherry Orchard,Andrei Serban,,Anton Chekhov,"The New York Shakespeare Festival (Joseph Papp, Producer)","Feb 04, 1977","Feb 17, 1977","Apr 10, 1977",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/threepenny-opera-3835,Threepenny Opera,Richard Foreman,Bertolt Brecht,Bertolt Brecht,"The New York Shakespeare Festival (Joseph Papp, Producer)","Apr 09, 1976","May 01, 1976","Jan 23, 1977",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/mrs-warrens-profession-3975,Mrs. Warren's Profession,Gerald Freedman,,Bernard Shaw,"The New York Shakespeare Festival (Joseph Papp, Producer)","Feb 06, 1976","Feb 18, 1976","Apr 04, 1976",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/hamlet-3776,Hamlet,Michael Rudman,,William Shakespeare,"The New York Shakespeare Festival (Joseph Papp, Producer)","Dec 05, 1975","Dec 17, 1975","Jan 25, 1976",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/trelawny-of-the-wells-3756,"Trelawny of the ""Wells""",A. J. Antoon,,Sir Arthur Wing Pinero,"The New York Shakespeare Festival (Joseph Papp, Producer)","Oct 03, 1975","Oct 15, 1975","Nov 23, 1975",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/little-black-sheep-3746,Little Black Sheep,Edward Payson Call,,Anthony Scully,"The New York Shakespeare Festival (Joseph Papp, Producer)","Apr 25, 1975","May 07, 1975","Jun 01, 1975",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/a-dolls-house-3729,A Doll's House,Tormod Skagestad,,Henrik Ibsen,"The New York Shakespeare Festival (Joseph Papp, Producer)","Feb 21, 1975","Mar 05, 1975","Apr 20, 1975",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/black-picture-show-3717,Black Picture Show,Bill Gunn,,Bill Gunn,"The New York Shakespeare Festival (Joseph Papp, Producer)","Dec 20, 1974","Jan 06, 1975","Feb 09, 1975",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
