web_Link,Production Name,Director,Composer/Lyricist,Playwright,Rights Holder,Preview Date,Opening Date,Closing Date,Scraped Date,Category
https://www.ibdb.com/broadway-production/a-night-in-venice-9401,A Night in Venice,Lew MortonandThomas A. Hart,J. Keirn BrennanandMoe Jaffe,,Messrs. Shubert (Lee and J. J.),"May 21, 1929","May 21, 1929","Oct 19, 1929",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/pleasure-bound-10851,Pleasure Bound,,"Max Leif,Nathaniel LiefandHarold Atteridge",Harold Atteridge,Messrs. Shubert (Lee and J. J.),"Feb 18, 1929","Feb 18, 1929","Jun 15, 1929",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-jealous-moon-10783,The Jealous Moon,,,Theodore CharlesandJane Cowl,William A. BradyandDwight Deere Wiman,"Nov 20, 1928","Nov 20, 1928",Jan 1929,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-big-fight-10718,The Big Fight,,,Milton Herbert GropperandMax Marcin,Sam H. HarrisandAlbert Lewis,"Sep 18, 1928","Sep 18, 1928",Oct 1928,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/rio-rita-10228,Rio Rita,,Joseph McCarthy,Guy BoltonandFred Thompson,"Florenz Ziegfeld, Jr.","Feb 02, 1927","Feb 02, 1927","Apr 07, 1928",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/behold-the-bridegroom-10527,Behold the Bridegroom,,,George Kelly,Rosalie Stewart,"Dec 26, 1927","Dec 26, 1927",Mar 1928,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-patriot-10557,The Patriot,,,Ashley Dukes,Gilbert Miller,"Jan 19, 1928","Jan 19, 1928",Jan 1928,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-love-call-7890,The Love Call,,Harry B. Smith,Edward LockeandHarry B. Smith,Messrs. Shubert (Lee and J. J.),"Oct 24, 1927","Oct 24, 1927","Jan 07, 1928",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/rang-tang-10340,Rang Tang,Charles DavisandMiller and Lyles,Jo Trent,Kaj Gynt,Mr. WalkerandMr. Kavanaugh,"Jul 12, 1927","Jul 12, 1927",Oct 1927,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/rufus-lemaires-affairs-10264,Rufus LeMaire's Affairs,William Halligan,Ballard MacDonald,Ballard MacDonald,Rufus LeMaire,"Mar 28, 1927","Mar 28, 1927",May 1927,2025-06-26,Creative Team and Performance Data
