web_Link,Production Name,Director,Composer/Lyricist,Playwright,Rights Holder,Preview Date,Opening Date,Closing Date,Scraped Date,Category
https://www.ibdb.com/broadway-production/the-front-page-3298,The Front Page,Harold J. Kennedy,,Ben HechtandCharles MacArthur,"Jay H. Fuchs,Jerry SchlossbergandAlbert Zuckerman","Oct 18, 1969","Oct 18, 1969","Feb 28, 1970",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-front-page-2869,The Front Page,Harold J. Kennedy,,Ben HechtandCharles MacArthur,"Theater 1969 (Edward Albee, Richard Barr, Charles Woodward)","May 07, 1969","May 10, 1969","Jul 05, 1969",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/zelda-2855,Zelda,Delbert Mann,,Sylvia Regan,Arthur HoffeandCharles Isenberg,"Mar 05, 1969","Mar 05, 1969","Mar 08, 1969",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-goodbye-people-3440,The Goodbye People,Herb Gardner,,Herb Gardner,Cy FeuerandErnest H. Martin,"Dec 03, 1968","Dec 03, 1968","Dec 07, 1968",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/rockefeller-and-the-red-indians-3430,Rockefeller and the Red Indians,Burt Shevelove,,Ray GaltonandAlan Simpson,David MerrickandArthur Lewis,"Oct 24, 1968","Oct 24, 1968","Oct 26, 1968",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/nol-cowards-sweet-potato-3413,Noël Coward's Sweet Potato,Lee Theodore,Noël Coward,Noël Coward,Robert L. Steele,"Sep 29, 1968","Sep 29, 1968","Nov 23, 1968",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/happiness-is-just-a-little-thing-called-a-rolls-royce-3397,Happiness Is Just a Little Thing Called a Rolls Royce,David Alexander,,Arthur AlsbergandRobert Fisher,Anamark Productions,"May 08, 1968","May 11, 1968","May 11, 1968",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-seven-descents-of-myrtle-3385,The Seven Descents of Myrtle,José Quintero,,Tennessee Williams,David Merrick,"Mar 25, 1968","Mar 27, 1968","Apr 20, 1968",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/dont-drink-the-water-3347,Don't Drink the Water,Stanley Prager,,Woody Allen,David Merrick,"Nov 02, 1966","Nov 17, 1966","Apr 20, 1968",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-little-foxes-2964,The Little Foxes,Mike Nichols,,Lillian Hellman,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Oct 20, 1967","Oct 26, 1967","Jan 20, 1968",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/black-comedy--white-lies-12579,Black Comedy / White Lies,,,,,,,,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/les-ballets-africains-3346,Les Ballets Africains,David H. McIlwraith,,,David H. McIlwraith,"Nov 16, 1966","Nov 16, 1966","Jan 28, 1967",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/we-have-always-lived-in-the-castle-3336,We Have Always Lived in the Castle,Garson Kanin,,Hugh Wheeler,David Merrick,"Oct 17, 1966","Oct 19, 1966","Oct 26, 1966",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/wait-until-dark-3128,Wait Until Dark,Arthur Penn,,Frederick Knott,Fred Coe,"Jan 31, 1966","Feb 02, 1966","Dec 31, 1966",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/xmas-in-las-vegas-3262,Xmas in Las Vegas,Fred Coe,,Jack RichardsonandHeywood Hale Broun,Fred CoeandDavid Karr,"Oct 27, 1965","Nov 04, 1965","Nov 06, 1965",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-amen-corner-3235,The Amen Corner,Frank Silvera,,James Baldwin,Mrs. Nat Cole,"Apr 08, 1965","Apr 15, 1965","Jun 26, 1965",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/beyond-the-fringe-65-2844,Beyond the Fringe '65,Alexander H. Cohen,,,Alexander H. Cohen,"Dec 15, 1964","Dec 15, 1964","Jan 09, 1965",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-passion-of-josef-d-2818,The Passion of Josef D.,Paddy Chayefsky,,Paddy Chayefsky,"Arthur Cantor,E. E. FogelsonandMark Lawrence","Feb 10, 1964","Feb 11, 1964","Feb 22, 1964",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-irregular-verb-to-love-3015,The Irregular Verb to Love,Cyril Ritchard,,Hugh WilliamsandMargaret Williams,"Alfred De Liagre, Jr.","Sep 15, 1963","Sep 18, 1963","Dec 28, 1963",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/tchin-tchin-2925,Tchin-Tchin,,,Sidney Michaels,David Merrick,"Oct 23, 1962","Oct 25, 1962","May 18, 1963",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/moby-dick-2968,Moby Dick,Douglas Campbell,,Orson Welles,Jerry AdlerandSamuel Liff,"Nov 28, 1962","Nov 28, 1962","Dec 08, 1962",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/step-on-a-crack-2921,Step on a Crack,,,Bernard Evslin,"Roger L. StevensandHerbert Swope, Jr.","Oct 16, 1962","Oct 17, 1962","Oct 17, 1962",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/a-gift-of-time-2767,A Gift of Time,Garson Kanin,,Garson Kanin,William Hammerstein,"Feb 20, 1962","Feb 22, 1962","May 12, 1962",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-complaisant-lover-2895,The Complaisant Lover,,,Graham Greene,Irene Mayer Selznick,"Oct 31, 1961","Nov 01, 1961","Jan 27, 1962",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/critics-choice-2279,Critic's Choice,Otto Preminger,,Ira Levin,Otto Preminger,"Dec 12, 1960","Dec 14, 1960","May 27, 1961",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-hostage-2251,The Hostage,Joan Littlewood,,Brendan Behan,Leonard S. FieldandCaroline Burke Swann,"Sep 20, 1960","Sep 20, 1960","Jan 07, 1961",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/laughs-and-other-events-2258,Laughs and Other Events,Tony Charmoli,,Stanley Holloway,Martin Tahse,"Oct 10, 1960","Oct 10, 1960","Oct 15, 1960",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/a-majority-of-one-2075,A Majority of One,Dore Schary,,Leonard Spigelgass,The Theatre GuildandDore Schary,"Feb 12, 1959","Feb 16, 1959","Jun 25, 1960",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/a-raisin-in-the-sun-2083,A Raisin in the Sun,Lloyd Richards,,Lorraine Hansberry,Philip RoseandDavid J. Cogan,"Mar 10, 1959","Mar 11, 1959","Jun 25, 1960",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/look-homeward-angel-2660,"Look Homeward, Angel",George Roy Hill,,Ketti Frings,"Kermit BloomgardenandTheatre 200, Inc.","Nov 28, 1957","Nov 28, 1957","Apr 04, 1959",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-egghead-2644,The Egghead,Hume Cronyn,,Molly Kazan,Hope Abelson,"Oct 09, 1957","Oct 09, 1957","Oct 26, 1957",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-greatest-man-alive-2633,The Greatest Man Alive,Elliott Nugent,,Tony Webster,Frederick Fox,"May 08, 1957","May 08, 1957","May 11, 1957",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/hide-and-seek-2626,Hide and Seek,Reginald Denham,,Stanley MannandRoger MacDougall,"Fred F. Finklehoffe,Mark MarvinandGabriel Katzka","Apr 02, 1957","Apr 02, 1957","Apr 06, 1957",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/waiting-for-godot-2604,Waiting for Godot,Herbert Berghof,,Samuel Beckett,Michael Myerberg,"Jan 21, 1957","Jan 21, 1957","Jan 26, 1957",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/small-war-on-murray-hill-2601,Small War on Murray Hill,Garson Kanin,,Robert E. Sherwood,The Playwrights' Company (Maxwell Anderson,"Jan 03, 1957","Jan 03, 1957","Jan 12, 1957",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/new-faces-of-1956-2418,New Faces of 1956,David Tihmar,"Marshall Barer(""One Perfect Moment""",,Leonard SillmanandJohn Roberts,"Jun 14, 1956","Jun 14, 1956","Dec 22, 1956",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/wake-up-darling-2414,"Wake Up, Darling",,Leo RobinandJule Styne,Alex Gottlieb,Gordon W. Pollock,"May 02, 1956","May 02, 1956","May 05, 1956",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/affair-of-honor-2411,Affair of Honor,,,Bill Hoffman,The Theatre Guild,"Apr 06, 1956","Apr 06, 1956","Apr 28, 1956",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-chalk-garden-2546,The Chalk Garden,,,Enid Bagnold,Irene Mayer Selznick,"Oct 26, 1955","Oct 26, 1955","Mar 31, 1956",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/marcel-marceau-2529,Marcel Marceau,,,,The Phoenix Theatre Company,"Sep 20, 1955","Sep 20, 1955","Oct 16, 1955",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-desperate-hours-2500,The Desperate Hours,,,Joseph Hayes,Howard ErskineandJoseph Hayes,"Feb 10, 1955","Feb 10, 1955","Aug 13, 1955",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/tea-and-sympathy-2372,Tea and Sympathy,,,Robert Anderson,The Playwrights' Company (Maxwell Anderson,"Sep 30, 1953","Sep 30, 1953","Jun 18, 1955",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/misalliance-2219,Misalliance,Cyril Ritchard,,George Bernard Shaw,New York City Drama Company (Albert Marre: Artistic Director),"Mar 06, 1953","Mar 06, 1953","Jun 27, 1953",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-emperors-clothes-2214,The Emperor's Clothes,,,George Tabori,Robert Whitehead,"Feb 09, 1953","Feb 09, 1953","Feb 21, 1953",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/ive-got-sixpence-2367,I've Got Sixpence,,,John Van Druten,Gertrude MacyandWalter Starcke,"Dec 02, 1952","Dec 02, 1952","Dec 20, 1952",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-fourposter-1968,The Fourposter,José Ferrer,,Jan De Hartog,The Playwrights' Company (Maxwell Anderson,"Oct 24, 1951","Oct 24, 1951","May 02, 1953",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/out-west-of-eighth-1957,Out West of Eighth,,,Kenyon Nicholson,Courtney BurrandMalcolm L. Pearson,"Sep 20, 1951","Sep 20, 1951","Sep 22, 1951",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/bell-book-and-candle-1885,"Bell, Book and Candle",John Van Druten,,John Van Druten,Irene Mayer Selznick,"Nov 14, 1950","Nov 14, 1950","Jun 02, 1951",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-consul-2137,The Consul,,Gian-Carlo Menotti,Gian-Carlo Menotti,"Chandler CowlesandEfrem Zimbalist, Jr.","Mar 15, 1950","Mar 15, 1950","Nov 04, 1950",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-rat-race-1847,The Rat Race,,,Garson Kanin,Leland Hayward,"Dec 22, 1949","Dec 22, 1949","Mar 04, 1950",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/a-streetcar-named-desire-1804,A Streetcar Named Desire,Elia Kazan,,Tennessee Williams,Irene M. Selznick,"Dec 03, 1947","Dec 03, 1947","Dec 17, 1949",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/this-time-tomorrow-1797,This Time Tomorrow,,,Jan De Hartog,"The Theatre Guild (Theresa Helburn, Lawrence Langner: Administrative Directors)","Nov 03, 1947","Nov 03, 1947","Nov 29, 1947",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-telephone--the-medium-1549,The Telephone / The Medium,,,,,,,,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/bathsheba-1537,Bathsheba,Coby Ruskin,,Jacques Deval,Maximilian BeckerandLee K. Holland,"Mar 26, 1947","Mar 26, 1947","Apr 19, 1947",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/cyrano-de-bergerac-1462,Cyrano de Bergerac,Melchor G. Ferrer,,Edmond Rostand,José Ferrer,"Oct 08, 1946","Oct 08, 1946","Mar 22, 1947",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-duchess-of-malfi-1466,The Duchess of Malfi,George Rylands,,John Webster,Paul Czinner,"Oct 15, 1946","Oct 15, 1946","Nov 16, 1946",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/second-best-bed-1445,Second Best Bed,Ruth ChattertonandN. Richard Nash,,N. Richard Nash,Ruth ChattertonandJohn Huntington,"Jun 03, 1946","Jun 03, 1946","Jun 08, 1946",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/pygmalion-1757,Pygmalion,,,Bernard Shaw,Theatre Incorporated (Richard Aldrich: Managing Director),"Dec 26, 1945","Dec 26, 1945","Jun 01, 1946",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/marinka-1717,Marinka,Hassard Short,"George Marion, Jr.","George Marion, Jr.andKarl Farkas",Jules J. LeventhalandHarry Howard,"Jul 18, 1945","Jul 18, 1945","Dec 08, 1945",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/make-yourself-at-home-1723,Make Yourself at Home,Johnnie Walker,,Vera Mathews,Albert ChapereauandJohnnie Walker,"Sep 13, 1945","Sep 13, 1945","Sep 15, 1945",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/foxhole-in-the-parlor-1702,Foxhole in the Parlor,,,Elsa Shelley,Harry Bloomfield,"May 23, 1945","May 23, 1945","Jun 30, 1945",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-barretts-of-wimpole-street-1688,The Barretts of Wimpole Street,Guthrie McClintic,,Rudolf Besier,Katharine Cornell,"Mar 26, 1945","Mar 26, 1945","Jun 09, 1945",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/one-man-show-1673,One-Man Show,,,Ruth GoodmanandAugustus Goetz,Jed Harris,"Feb 08, 1945","Feb 08, 1945","Mar 10, 1945",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/rebecca-1666,Rebecca,Clarence Derwent,,Daphne Du Maurier,Victor Payne-Jennings,"Jan 18, 1945","Jan 18, 1945","Feb 03, 1945",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-perfect-marriage-1589,The Perfect Marriage,,,Samson Raphaelson,Cheryl Crawford,"Oct 26, 1944","Oct 26, 1944","Jan 13, 1945",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/last-stop-1324,Last Stop,Irwin Piscator,,Irving Kaye Davis,Victor Hugo-Vidal,"Sep 05, 1944","Sep 05, 1944","Sep 23, 1944",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/tomorrow-the-world-1287,Tomorrow the World,,,James GowandArnaud D'Usseau,Theron Bamberger,"Apr 14, 1943","Apr 14, 1943","Jun 17, 1944",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-three-sisters-1253,The Three Sisters,,,Anton Chekhov,Katharine Cornell,"Dec 21, 1942","Dec 21, 1942","Apr 03, 1943",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/r-u-r-1248,R. U. R.,Lee Strasberg,,Karel Capek,David SilvermanandL. Daniel Blank,"Dec 03, 1942","Dec 03, 1942","Dec 05, 1942",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/count-me-in-1226,Count Me In,,Ann Ronell,Walter KerrandLeo Brady,Messrs. Shubert (Lee and J. J.)andOlsen & Johnson,"Oct 08, 1942","Oct 08, 1942","Nov 21, 1942",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/best-foot-forward-1113,Best Foot Forward,George Abbott,Hugh MartinandRalph Blane,John Cecil Holm,George Abbott,"Oct 01, 1941","Oct 01, 1941","Jul 04, 1942",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/pal-joey-1046,Pal Joey,,Lorenz Hart,John O'Hara,George Abbott,"Dec 25, 1940","Dec 25, 1940","Nov 29, 1941",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/walk-with-music-1005,Walk With Music,,Johnny Mercer,"Guy Bolton,Parke LevyandAlan Lipscott",Ruth Selwyn,"Jun 04, 1940","Jun 04, 1940","Jul 20, 1940",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/an-international-incident-13248,An International Incident,,,Vincent Sheean,Guthrie McClintic,"Apr 02, 1940","Apr 02, 1940","Apr 13, 1940",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/a-passenger-to-bali-13238,A Passenger to Bali,,,Ellis St. Joseph,Montgomery Ford,"Mar 14, 1940","Mar 14, 1940","Mar 16, 1940",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/key-largo-13210,Key Largo,,,Maxwell Anderson,The Playwrights' Company (Maxwell Anderson,"Nov 27, 1939","Nov 27, 1939","Feb 24, 1940",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/no-time-for-comedy-12445,No Time for Comedy,,,S. N. Behrman,Katharine CornellandThe Playwrights' Company,"Apr 17, 1939","Apr 17, 1939","Sep 30, 1939",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/off-to-buffalo-12432,Off to Buffalo,,,Max LiebmanandAllen Boretz,Albert Lewis,"Feb 21, 1939","Feb 21, 1939",Feb 1939,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/knickerbocker-holiday-11587,Knickerbocker Holiday,Joshua Logan,Maxwell Anderson,Maxwell Anderson,The Playwrights' Company (Maxwell Anderson,"Oct 19, 1938","Oct 19, 1938","Mar 11, 1939",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-women-9750,The Women,,,Clare Boothe,Max Gordon,"Dec 26, 1936","Dec 26, 1936","Jul 09, 1938",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/night-must-fall-12153,Night Must Fall,Emlyn Williams,,Emlyn Williams,Sam H. Harris,"Sep 28, 1936","Sep 28, 1936",Nov 1936,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/bury-the-dead-12118,Bury the Dead,,,,,,,,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/prelude-12118,Prelude,,,,,,,,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/case-of-clyde-griffiths-12106,Case of Clyde Griffiths,,,Erwin PiscatorandLena Goldschmidt,The Group TheatreandMilton Shubert,"Mar 13, 1936","Mar 13, 1936",Mar 1936,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/parnell-12022,Parnell,,,Elsie Schauffler,Robinson SmithandFrederick W. Ayer,"Nov 11, 1935","Nov 11, 1935",Feb 1936,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/substitute-for-murder-12006,Substitute For Murder,,,William Jourdan RappandLeonardo Bercovici,"William H. Harris, Jr.","Oct 22, 1935","Oct 22, 1935",Nov 1935,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/macbeth-11997,Macbeth,,,William Shakespeare,"Crosby Gaige(Crosby Gaige, Inc.)","Oct 07, 1935","Oct 07, 1935",Oct 1935,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/othello-11993,Othello,,,William Shakespeare,"Crosby Gaige(Crosby Gaige, Inc.)","Sep 27, 1935","Sep 27, 1935",Oct 1935,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/thems-the-reporters-11574,Them's the Reporters,,,Phil Kanter,"Fourth Estate Productions, Inc.","May 29, 1935","May 29, 1935",Jun 1935,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/to-see-ourselves-11564,To See Ourselves,,,E.M. Delafield,John H. Del BondioandJoshua Logan,"Apr 30, 1935","Apr 30, 1935",May 1935,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/point-valaine-7929,Point Valaine,,,Noël Coward,John C. Wilson,"Jan 16, 1935","Jan 16, 1935","Mar 02, 1935",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/ruth-draper-11192,Ruth Draper,,,,"Actors-Managers, Inc.","Dec 26, 1934","Dec 26, 1934",Jan 1935,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/ladies-money-11932,Ladies' Money,,,George Abbott,Courtney Burr,"Nov 01, 1934","Nov 01, 1934","Dec 01, 1934",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/divided-by-three-10681,Divided By Three,,,Margaret LeechandBeatrice Kaufman,Guthrie McClintic,"Oct 02, 1934","Oct 02, 1934",Oct 1934,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/jigsaw-11870,Jigsaw,,,Dawn Powell,The Theatre Guild,"Apr 30, 1934","Apr 30, 1934",Jun 1934,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/wife-insurance-11860,Wife Insurance,,,Frederick Jackson,"Langdon Productions, Inc.","Apr 12, 1934","Apr 12, 1934",Apr 1934,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/by-your-leave-11828,By Your Leave,,,Gladys HurlbutandEmma Wells,"Richard AldrichandAlfred De Liagre, Jr.","Jan 24, 1934","Jan 24, 1934","Feb 24, 1934",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/john-brown-11825,John Brown,,,Ronald Gow,George Abbott,"Jan 22, 1934","Jan 22, 1934",Jan 1934,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/jezebel-11805,Jezebel,,,Owen Davis,Katharine CornellandGuthrie McClintic,"Dec 19, 1933","Dec 19, 1933",Jan 1934,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/ten-minute-alibi-11769,Ten Minute Alibi,,,Anthony Armstrong,Crosby GaigeandLee Shubert,"Oct 17, 1933","Oct 17, 1933",Jan 1934,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/both-your-houses-12860,Both Your Houses,,,,,,,,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/design-for-living-11185,Design For Living,,,Noël Coward,"Alfred Lunt,Lynn FontanneandNoël Coward","Jan 24, 1933","Jan 24, 1933",May 1933,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/gay-divorce-11688,Gay Divorce,Howard Lindsay,Cole Porter,Dwight Taylor,Dwight Deere WimanandTom Weatherly,"Nov 29, 1932","Nov 29, 1932","Jul 01, 1933",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/theres-always-juliet-11662,There's Always Juliet,,,John Van Druten,Messrs. Shubert (Lee and J. J.),"Oct 27, 1932","Oct 27, 1932","Nov 12, 1932",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/here-today-11617,Here Today,,,George Oppenheimer,Sam H. Harris,"Sep 06, 1932","Sep 06, 1932",Oct 1932,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/whistling-in-the-dark-7893,Whistling in the Dark,Frank Craven,,Laurence GrossandEdward Childs Carpenter,Alexander McKaig,"Jan 19, 1932","Jan 19, 1932",Feb 1933,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-passing-present-11457,The Passing Present,,,Gretchen Damrosch,Arthur Hopkins,"Dec 07, 1931","Dec 07, 1931",Dec 1931,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-school-for-scandal-10409,The School for Scandal,E. M. Blyth,,Richard Brinsley Sheridan,Lee Shubert,"Nov 10, 1931","Nov 10, 1931","Nov 28, 1931",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/melo-11354,Melo,Marcel Varnel,,Arthur Pollock,Lee Shubert,"Apr 16, 1931","Apr 16, 1931",Jun 1931,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-truth-game-11296,The Truth Game,G. Hamilton Gay,,Ivor Novello,Lee Shubert,"Dec 27, 1930","Dec 27, 1930",Mar 1931,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/scarlet-sister-mary-11274,Scarlet Sister Mary,E. M. Blyth,,Daniel Reed,Lee Shubert,"Nov 25, 1930","Nov 25, 1930",Dec 1930,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/his-majestys-car-11244,His Majesty's Car,,,Fanny HattonandFrederic Hatton,Messrs. Shubert (Lee and J. J.),"Oct 23, 1930","Oct 23, 1930",Nov 1930,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/topaze-11137,Topaze,,,Marcel Pagnol,Lee Shubert,"Aug 18, 1930","Aug 18, 1930",Sep 1930,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/death-takes-a-holiday-11016,Death Takes a Holiday,,,Alberto Casella,Lee Shubert,"Dec 26, 1929","Dec 26, 1929",Jun 1930,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/bird-in-hand-10881,Bird in Hand,John Drinkwater,,John Drinkwater,Lee Shubert,"Apr 04, 1929","Apr 04, 1929","Jun 07, 1930",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-love-duel-10887,The Love Duel,,Maurice Nitke Quartette,Lili Hatvany,Lee Shubert,"Apr 15, 1929","Apr 15, 1929",Jul 1929,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-kingdom-of-god-10802,The Kingdom of God,E. M. Blyth,,Gregorio Martinez Sierra,Lee Shubert,"Dec 20, 1928","Dec 20, 1928",Mar 1929,2025-06-26,Creative Team and Performance Data
