web_Link,Production Name,Director,Composer/Lyricist,Playwright,Rights Holder,Preview Date,Opening Date,Closing Date,Scraped Date,Category,theatre
https://www.ibdb.com/broadway-production/come-fly-away-485560,Come Fly Away,Twyla Tharp,,Twyla Tharp,"James L. Nederlander,Nicholas Howey,W.A.T., Ltd.,Terry Allen Kramer,Patrick Catullo / Jon B. Platt,Jerry Frankel,Ronald & Marc Frankel,Roy Furman,Allan S. Gordon / Élan McAllister,Jam Theatricals,Stewart F. Lane / Bonnie Comley,Margo Lion / Daryl Roth,Hal Luftig / Yasuhiro Kawana,Pittsburgh CLO / GSFD,Spark Productions,The Weinstein CompanyandBarry & Fran Weissler","Mar 01, 2010","Mar 25, 2010","Sep 05, 2010",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/irving-berlins-white-christmas-484859,Irving Berlin's White Christmas,Walter Bobbie,Irving Berlin,David IvesandPaul Blake,"Kevin McCollum,John Gore,Tom McGrath,Paul Blake,The Producing Office,Dan Markley,Sonny EverettandBroadway Across America","Nov 13, 2009","Nov 22, 2009","Jan 03, 2010",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/9-to-5-480320,9 to 5,Joe Mantello,Dolly Parton,Patricia Resnick,"Green State Productions,Richard Levi,John McColgan / Moya Doherty / Edgar Dobie,James L. Nederlander / Terry Allen Kramer,Independent Presenters Network,Jam Theatricals,Bud Martin,Michael Watt,The Weinstein Company / Sonia Friedman / Dede Harris,Norton Herrick / Matthew C. Blank / Joan Stein,Center Theatre Group (Michael Ritchie, Artistic Director","Apr 07, 2009","Apr 30, 2009","Sep 06, 2009",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/soul-of-shaolin-481614,Soul of Shaolin,Liu Tongbiao,Zhou Chenglong,,Nederlander Worldwide ProductionsandEastern Shanghai Cultural Film & Television Group,"Jan 13, 2009","Jan 15, 2009","Jan 31, 2009",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/irving-berlins-white-christmas-480731,Irving Berlin's White Christmas,Walter Bobbie,Irving Berlin,David IvesandPaul Blake,"Kevin McCollum,John Gore,Tom McGrath,Paul Blake,The Producing Office,Dan Markley,Sonny EverettandBroadway Across America","Nov 14, 2008","Nov 23, 2008","Jan 04, 2009",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/cry-baby-476233,Cry-Baby,Mark Brokaw,David JaverbaumandAdam Schlesinger,Mark O'DonnellandThomas Meehan,"Adam Epstein,Allan S. Gordon,Élan V. McAllister,Brian Grazer,James P. MacGilvray,Universal Pictures Stage Productions,Anne Caruso,Adam S. Gordon,Latitude LinkandPelican Group","Mar 15, 2008","Apr 24, 2008","Jun 22, 2008",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/the-drowsy-chaperone-412775,The Drowsy Chaperone,Casey Nicholaw,Lisa LambertandGreg Morrison,Bob MartinandDon McKellar,"Kevin McCollum,Roy Miller,Boyett Ostar Productions,Stephanie McClelland,Barbara FreitagandJill Furman","Apr 03, 2006","May 01, 2006","Dec 30, 2007",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/the-woman-in-white-400390,The Woman in White,Trevor Nunn,David Zippel,Charlotte Jones,"Boyett Ostar Productions,Nederlander Presentations, Inc.,Sonia Friedman Productions,The Really Useful White Company, Inc.,Lawrence Horowitz,Jon Avnet,Ralph Guild,Bill Rollnick,Bernie AbramsandMichael Speyer","Oct 28, 2005","Nov 17, 2005","Feb 19, 2006",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/la-cage-aux-folles-383058,La Cage aux Folles,Jerry Zaks,Jerry Herman,Harvey Fierstein,"James L. Nederlander,Clear Channel Entertainment,Kenneth D. Greenblatt,Terry Allen KramerandMartin Richards","Nov 11, 2004","Dec 09, 2004","Jun 26, 2005",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/thoroughly-modern-millie-13138,Thoroughly Modern Millie,Michael Mayer,Doug BestermanandRalph Burns,Dick ScanlanandRichard Morris,"Michael Leavitt,Fox Theatricals,Hal Luftig,Stewart F. Lane,James L. Nederlander,Independent Presenters Network,Libby Adler Mages,Mari Glick,Dori Berinstein,Jennifer Manocherian,Dramatic Forces (Dori Berinstein, Jennifer Manocherian, Peg McFeely Golden, Douglas Teitelbaum),John York NobleandWhoopi Goldberg","Mar 19, 2002","Apr 18, 2002","Jun 20, 2004",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/a-christmas-carol-13301,A Christmas Carol,,,Charles Dickens,,"Dec 24, 2001","Dec 24, 2001","Dec 30, 2001",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/annie-get-your-gun-6287,Annie Get Your Gun,Graciela Daniele,Irving Berlin,Herbert FieldsandDorothy Fields,Barry & Fran Weissler,"Feb 02, 1999","Mar 04, 1999","Sep 01, 2001",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/peter-pan-12557,Peter Pan,Glenn Casale,Carolyn Leigh,,"McCoy Rigby Entertainment,The Nederlander Organization (James M. Nederlander: Chairman Emeritus","Nov 20, 1998","Nov 23, 1998","Jan 03, 1999",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/aznavour-4882,Aznavour,,,,"Delsener / Slater EnterprisesandSFX Entertainment, Inc.","Oct 20, 1998","Oct 21, 1998","Nov 15, 1998",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/forever-tango-4753,Forever Tango,Luis Bravo,,,"Steven Baruch,Richard Frankel,Thomas Viertel,Marc Routh,Jujamcyn Theaters (James H. Binger: Chairman","Jun 17, 1997","Jun 19, 1997","Aug 02, 1998",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/the-capeman-5147,The Capeman,Mark Morris,Paul SimonandDerek Walcott,Paul SimonandDerek Walcott,"Plenaro Productions,Dan Klores,Brad Grey,Edgar Dobie,James L. NederlanderandStephen Eich","Dec 01, 1997","Jan 29, 1998","Mar 28, 1998",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/victor--victoria-4310,Victor / Victoria,Blake Edwards,Leslie Bricusse,Blake Edwards,"Blake Edwards,Tony Adams,John Scher,Endemol Theatre Productions, Inc.,Polygram Broadway Ventures,Jeff Rowland,Edwards - Adams Theatrical, Inc.andMetropolitan Theatrical Entertainment, Inc.","Oct 03, 1995","Oct 25, 1995","Jul 27, 1997",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/damn-yankees-4595,Damn Yankees,Jack O'Brien,Richard AdlerandJerry Ross,George AbbottandDouglass Wallop,"Mitchell Maxwell,PolyGram Diversified Entertainment,Dan Markley,Kevin McCollum,Victoria Maxwell,Fred H. Krones,Andrea Nasher,The Frankel-Viertel-Baruch Group,Paula Heil FisherandJulie Ross","Feb 14, 1994","Mar 03, 1994","Aug 06, 1995",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/the-goodbye-girl-4706,The Goodbye Girl,Michael Kidd,David Zippel,Neil Simon,"Office Two-One, Inc.,Gladys Nederlander,Stewart F. Lane,James M. Nederlander,Richard M. KaganandEmanuel Azenberg","Feb 13, 1993","Mar 04, 1993","Aug 15, 1993",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/oba-oba-93-4693,Oba Oba '93,,,,Franco Fontana,"Sep 09, 1992","Oct 01, 1992","Oct 18, 1992",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/man-of-la-mancha-4683,Man of La Mancha,,Joe Darion,Dale Wasserman,The Mitch Leigh Company,"Mar 31, 1992","Apr 24, 1992","Jul 26, 1992",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/nick-nora-4653,Nick & Nora,Arthur Laurents,"Richard Maltby, Jr.",Arthur Laurents,"Terry Allen Kramer,Charlene Nederlander,James M. Nederlander,Daryl RothandElizabeth I. McCann","Oct 08, 1991","Dec 08, 1991","Dec 15, 1991",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/gypsy-4256,Gypsy,Arthur Laurents,Stephen Sondheim,Arthur Laurents,"Barry & Fran Weissler,Kathy LevinandBarry Brown","Oct 27, 1989","Nov 16, 1989","Jul 28, 1991",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/shogun-the-musical-4624,"Shogun, The Musical",Michael Smuin,John Driver,John Driver,"James Clavell,Joseph Harris,Haruki Kadokawa,Hiroshi SugawaraandLloyd Phillips","Nov 01, 1990","Nov 20, 1990","Jan 20, 1991",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/oba-oba-90-4555,Oba Oba '90,,,,Franco Fontana,"Mar 07, 1990","Mar 15, 1990","Apr 22, 1990",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/me-and-my-girl-4419,Me and My Girl,Mike Ockrent,L. Arthur RoseandDouglas Furber,L. Arthur RoseandDouglas Furber,"Richard Armitage,Terry Allen Kramer,James M. NederlanderandStage Promotions Ltd. & Co.","Aug 01, 1986","Aug 10, 1986","Dec 31, 1989",2025-06-26,Creative Team and Performance Data,Marquis Theatre
https://www.ibdb.com/broadway-production/shirley-bassey-4416,Shirley Bassey,,,,James M. NederlanderandArthur Rubin,"Jul 08, 1986","Jul 09, 1986","Jul 13, 1986",2025-06-26,Creative Team and Performance Data,Marquis Theatre
