Title,web_Link
Out of a Blue Sky,https://www.ibdb.com/broadway-production/out-of-a-blue-sky-11045
Jenny,https://www.ibdb.com/broadway-production/jenny-10950
Grand Street Follies [1929],https://www.ibdb.com/broadway-production/grand-street-follies-1929-10897
Bird in Hand,https://www.ibdb.com/broadway-production/bird-in-hand-10881
The Marriage Bed,https://www.ibdb.com/broadway-production/the-marriage-bed-10819
A Play Without a Name,https://www.ibdb.com/broadway-production/a-play-without-a-name-10786
These Few Ashes,https://www.ibdb.com/broadway-production/these-few-ashes-10763
Possession,https://www.ibdb.com/broadway-production/possession-10732
Grand Street Follies [1928],https://www.ibdb.com/broadway-production/grand-street-follies-1928-9805
Bottled,https://www.ibdb.com/broadway-production/bottled-10625
Escape,https://www.ibdb.com/broadway-production/escape-10472
Saturday's Children,https://www.ibdb.com/broadway-production/saturdays-children-10218
The Honor of the Family,https://www.ibdb.com/broadway-production/the-honor-of-the-family-10182
First Love,https://www.ibdb.com/broadway-production/first-love-6934
White Wings,https://www.ibdb.com/broadway-production/white-wings-7871
She Couldn't Say No,https://www.ibdb.com/broadway-production/she-couldnt-say-no-10108
John Gabriel Borkman,https://www.ibdb.com/broadway-production/john-gabriel-borkman-9678
The Patsy,https://www.ibdb.com/broadway-production/the-patsy-9973
Paid,https://www.ibdb.com/broadway-production/paid-9792
Hamlet,https://www.ibdb.com/broadway-production/hamlet-9941
Weak Sisters,https://www.ibdb.com/broadway-production/weak-sisters-8364
The Fall of Eve,https://www.ibdb.com/broadway-production/the-fall-of-eve-7843
Something To Brag About,https://www.ibdb.com/broadway-production/something-to-brag-about-7833
Odd Man Out,https://www.ibdb.com/broadway-production/odd-man-out-9865
The Complex,https://www.ibdb.com/broadway-production/the-complex-9662
Paolo and Francesca,https://www.ibdb.com/broadway-production/paolo-and-francesca-9351
The Guardsman,https://www.ibdb.com/broadway-production/the-guardsman-9598
Minick,https://www.ibdb.com/broadway-production/minick-9583
Dancing Mothers,https://www.ibdb.com/broadway-production/dancing-mothers-9545
Seventh Heaven,https://www.ibdb.com/broadway-production/seventh-heaven-9142
Revue Russe,https://www.ibdb.com/broadway-production/revue-russe-9129
The Plot Thickens,https://www.ibdb.com/broadway-production/the-plot-thickens-9105
The Truth About Blayds,https://www.ibdb.com/broadway-production/the-truth-about-blayds-12783
The Law Breaker,https://www.ibdb.com/broadway-production/the-law-breaker-12759
The Green Goddess,https://www.ibdb.com/broadway-production/the-green-goddess-9025
The Prince and the Pauper,https://www.ibdb.com/broadway-production/the-prince-and-the-pauper-8340
Happy-Go-Lucky,https://www.ibdb.com/broadway-production/happy-go-lucky-8968
Not So Long Ago,https://www.ibdb.com/broadway-production/not-so-long-ago-6800
The Purple Mask,https://www.ibdb.com/broadway-production/the-purple-mask-6753
Too Many Husbands,https://www.ibdb.com/broadway-production/too-many-husbands-6704
"The Better 'Ole,",https://www.ibdb.com/broadway-production/the-better-ole-8782
"The Better 'Ole,",https://www.ibdb.com/broadway-production/the-better-ole-8782
I Love You,https://www.ibdb.com/broadway-production/i-love-you-8868
The Woman in Room 13,https://www.ibdb.com/broadway-production/the-woman-in-room-13-8817
"Be Calm, Camilla",https://www.ibdb.com/broadway-production/be-calm-camilla-8793
Watch Your Neighbor,https://www.ibdb.com/broadway-production/watch-your-neighbor-8731
Seventeen,https://www.ibdb.com/broadway-production/seventeen-8655
De Luxe Annie,https://www.ibdb.com/broadway-production/de-luxe-annie-6955
Friend Martha,https://www.ibdb.com/broadway-production/friend-martha-8562
A Successful Calamity,https://www.ibdb.com/broadway-production/a-successful-calamity-8293
Getting Married,https://www.ibdb.com/broadway-production/getting-married-8468
Pierrot the Prodigal,https://www.ibdb.com/broadway-production/pierrot-the-prodigal-8435
The Co-respondent,https://www.ibdb.com/broadway-production/the-co-respondent-8381
Pay-day,https://www.ibdb.com/broadway-production/pay-day-8273
The Greatest Nation,https://www.ibdb.com/broadway-production/the-greatest-nation-8276
The Fear Market,https://www.ibdb.com/broadway-production/the-fear-market-8262
David Garrick,https://www.ibdb.com/broadway-production/david-garrick-8255
Our American Cousin,https://www.ibdb.com/broadway-production/our-american-cousin-6459
The Two Virtues,https://www.ibdb.com/broadway-production/the-two-virtues-7751
My Lady's Garter,https://www.ibdb.com/broadway-production/my-ladys-garter-8192
The Bubble,https://www.ibdb.com/broadway-production/the-bubble-8171
Alice in Wonderland,https://www.ibdb.com/broadway-production/alice-in-wonderland-8160
The Trap,https://www.ibdb.com/broadway-production/the-trap-6924
Children of Earth,https://www.ibdb.com/broadway-production/children-of-earth-8123
Experience,https://www.ibdb.com/broadway-production/experience-8075
The Money Makers,https://www.ibdb.com/broadway-production/the-money-makers-8047
Panthea,https://www.ibdb.com/broadway-production/panthea-7984
Change,https://www.ibdb.com/broadway-production/change-7970
Prunella,https://www.ibdb.com/broadway-production/prunella-7720
The Great Adventure,https://www.ibdb.com/broadway-production/the-great-adventure-7713
